Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Source IP,Destination IP,Protocol,Label
80,973,353,1,479727,2,1471,14,1359.0,28.63,546,59,2.0,35.27,488025432.35,360122.08,97.3,48.65,973,0,973,2.76,10.0,973,0,973,973.0,10.0,973,0,0,0,0,0,7060,20,359104.78,1017.29,0,1500,1355.17,15.0,225.0,0,0,0,0,1,0,0,0,0.0,1355.17,1359.0,2.0,7060,0,0,0,0,0,0,353,479727,1,2,51259,25175,352,20,0,0,0,0,0,0,0,0,172.16.33.122,10.0.0.1,TCP,DDoS
80,227,514,5,384986,195,804,54,749.0,49.83,1227,42,39.0,18.24,1625236286.92,2189873.42,22.7,11.35,227,0,227,0.44,10.0,227,0,227,45.4,10.0,227,0,0,0,0,0,10280,100,2168776.37,21097.05,0,1500,742.16,15.0,225.0,0,1,1,0,1,0,0,0,0.01,742.16,749.0,39.0,10280,0,0,0,0,0,0,514,384986,5,195,30736,18754,513,20,0,0,0,0,0,0,0,0,172.16.142.136,10.0.0.10,TCP,DDoS
80,984,857,0,1097817,0,421,30,1281.0,9.52,253,20,0.0,1.13,1104443661.97,862173.04,98.4,49.2,984,0,984,1.15,10.0,984,0,984,984.0,10.0,984,0,0,0,0,0,17140,0,862173.04,0.0,0,1500,1281.0,15.0,225.0,0,0,1,0,1,0,0,0,0.0,1281.0,1281.0,0.0,17140,0,0,0,0,0,0,857,1097817,0,0,30524,46178,856,20,0,0,0,0,0,0,0,0,172.16.170.21,10.0.0.20,TCP,DDoS
80,238,395,5,311655,445,641,25,789.0,21.83,1215,28,89.0,32.73,1258467741.94,1612903.23,23.8,11.9,238,0,238,0.6,10.0,238,0,238,47.6,10.0,238,0,0,0,0,0,7900,100,1592741.94,20161.29,0,1500,780.25,15.0,225.0,0,1,0,0,1,0,0,0,0.01,780.25,789.0,89.0,7900,0,0,0,0,0,0,395,311655,5,445,60533,18408,394,20,0,0,0,0,0,0,0,0,172.16.176.60,10.0.0.2,TCP,DDoS
80,319,664,0,707160,0,332,59,1065.0,47.41,1426,19,0.0,25.42,2149422492.4,2018237.08,31.9,15.95,319,0,319,0.48,10.0,319,0,319,319.0,10.0,319,0,0,0,0,0,13280,0,2018237.08,0.0,0,1500,1065.0,15.0,225.0,0,0,0,0,1,0,0,0,0.0,1065.0,1065.0,0.0,13280,0,0,0,0,0,0,664,707160,0,0,47963,20127,663,20,0,0,0,0,0,0,0,0,172.16.216.234,10.0.0.6,TCP,DDoS
80,180,180,4,250380,192,393,29,1391.0,23.6,620,58,48.0,13.51,1318800000.0,968421.05,18.0,9.0,180,0,180,1.0,10.0,180,0,180,45.0,10.0,180,0,0,0,0,0,3600,80,947368.42,21052.63,0,1500,1361.8,15.0,225.0,0,0,1,0,1,0,0,0,0.02,1361.8,1391.0,48.0,3600,0,0,0,0,0,0,180,250380,4,192,1615,59910,179,20,0,0,0,0,0,0,0,0,172.16.234.150,10.0.0.6,TCP,DDoS
80,933,720,5,725760,180,489,32,1008.0,34.21,1450,17,36.0,31.78,769819724.28,768822.91,93.3,46.65,933,0,933,1.3,10.0,933,0,933,186.6,10.0,933,0,0,0,0,0,14400,100,763520.68,5302.23,0,1500,1001.3,15.0,225.0,0,0,1,0,1,0,0,0,0.01,1001.3,1008.0,36.0,14400,0,0,0,0,0,0,720,725760,5,180,60205,42121,719,20,0,0,0,0,0,0,0,0,172.16.57.163,10.0.0.2,TCP,DDoS
80,35,693,2,865557,32,950,22,1249.0,10.84,1204,46,16.0,27.01,19235311111.11,15444444.44,3.5,1.75,35,0,35,0.05,10.0,35,0,35,17.5,10.0,35,0,0,0,0,0,13860,40,15400000.0,44444.44,0,1500,1245.45,15.0,225.0,0,0,1,0,1,0,0,0,0.0,1245.45,1249.0,16.0,13860,0,0,0,0,0,0,693,865557,2,32,60866,18860,692,20,0,0,0,0,0,0,0,0,172.16.84.192,10.0.0.15,TCP,DDoS
80,227,763,0,877450,0,192,4,1150.0,15.91,1108,14,0.0,5.76,3702320675.11,3219409.28,22.7,11.35,227,0,227,0.3,10.0,227,0,227,227.0,10.0,227,0,0,0,0,0,15260,0,3219409.28,0.0,0,1500,1150.0,15.0,225.0,0,1,1,0,1,0,0,0,0.0,1150.0,1150.0,0.0,15260,0,0,0,0,0,0,763,877450,0,0,59147,36228,762,20,0,0,0,0,0,0,0,0,172.16.30.36,10.0.0.20,TCP,DDoS
80,52,905,2,677845,32,1235,26,749.0,29.73,577,42,16.0,38.94,10933500000.0,14629032.26,5.2,2.6,52,0,52,0.06,10.0,52,0,52,26.0,10.0,52,0,0,0,0,0,18100,40,14596774.19,32258.06,0,1500,747.38,15.0,225.0,0,0,0,0,1,0,0,0,0.0,747.38,749.0,16.0,18100,0,0,0,0,0,0,905,677845,2,32,52684,60017,904,20,0,0,0,0,0,0,0,0,172.16.213.196,10.0.0.1,TCP,DDoS
80,134,653,2,860001,44,833,30,1317.0,29.85,132,22,22.0,14.0,5972534722.22,4548611.11,13.4,6.7,134,0,134,0.21,10.0,134,0,134,67.0,10.0,134,0,0,0,0,0,13060,40,4534722.22,13888.89,0,1500,1313.05,15.0,225.0,0,0,0,0,1,0,0,0,0.0,1313.05,1317.0,22.0,13060,0,0,0,0,0,0,653,860001,2,44,9307,49609,652,20,0,0,0,0,0,0,0,0,172.16.34.4,10.0.0.5,TCP,DDoS
80,659,131,0,129690,0,1008,9,990.0,45.06,759,18,0.0,4.22,193856502.24,195814.65,65.9,32.95,659,0,659,5.03,10.0,659,0,659,659.0,10.0,659,0,0,0,0,0,2620,0,195814.65,0.0,0,1500,990.0,15.0,225.0,0,1,0,0,1,0,0,0,0.0,990.0,990.0,0.0,2620,0,0,0,0,0,0,131,129690,0,0,19023,41915,130,20,0,0,0,0,0,0,0,0,172.16.126.183,10.0.0.15,TCP,DDoS
80,391,711,4,569511,232,334,27,801.0,22.07,567,52,58.0,17.61,1420805486.28,1783042.39,39.1,19.55,391,0,391,0.55,10.0,391,0,391,97.75,10.0,391,0,0,0,0,0,14220,80,1773067.33,9975.06,0,1500,796.84,15.0,225.0,0,1,0,0,1,0,0,0,0.01,796.84,801.0,58.0,14220,0,0,0,0,0,0,711,569511,4,232,30720,27131,710,20,0,0,0,0,0,0,0,0,172.16.204.180,10.0.0.11,TCP,DDoS
80,673,593,1,810631,13,670,28,1367.0,40.55,1248,3,13.0,30.84,1186887262.08,869692.53,67.3,33.65,673,0,673,1.13,10.0,673,0,673,673.0,10.0,673,0,0,0,0,0,11860,20,868228.4,1464.13,0,1500,1364.72,15.0,225.0,0,1,1,0,1,0,0,0,0.0,1364.72,1367.0,13.0,11860,0,0,0,0,0,0,593,810631,1,13,44111,55359,592,20,0,0,0,0,0,0,0,0,172.16.30.196,10.0.0.5,TCP,DDoS
80,280,819,2,693693,88,1259,51,847.0,4.41,1396,3,44.0,5.5,2392348275.86,2831034.48,28.0,14.0,280,0,280,0.34,10.0,280,0,280,140.0,10.0,280,0,0,0,0,0,16380,40,2824137.93,6896.55,0,1500,845.04,15.0,225.0,0,0,0,0,1,0,0,0,0.0,845.04,847.0,44.0,16380,0,0,0,0,0,0,819,693693,2,88,35765,15098,818,20,0,0,0,0,0,0,0,0,172.16.223.37,10.0.0.6,TCP,DDoS
80,453,524,2,377280,192,680,62,720.0,26.82,731,5,96.0,11.81,815274298.06,1136069.11,45.3,22.65,453,0,453,0.86,10.0,453,0,453,226.5,10.0,453,0,0,0,0,0,10480,40,1131749.46,4319.65,0,1500,717.63,15.0,225.0,0,0,1,0,1,0,0,0,0.0,717.63,720.0,96.0,10480,0,0,0,0,0,0,524,377280,2,192,65516,40277,523,20,0,0,0,0,0,0,0,0,172.16.111.29,10.0.0.20,TCP,DDoS
80,659,750,4,622500,320,1060,56,830.0,31.94,662,7,80.0,18.25,930971599.4,1127055.31,65.9,32.95,659,0,659,0.88,10.0,659,0,659,164.75,10.0,659,0,0,0,0,0,15000,80,1121076.23,5979.07,0,1500,826.02,15.0,225.0,0,1,0,0,1,0,0,0,0.01,826.02,830.0,80.0,15000,0,0,0,0,0,0,750,622500,4,320,5862,21342,749,20,0,0,0,0,0,0,0,0,172.16.113.18,10.0.0.19,TCP,DDoS
80,20,362,1,490510,19,586,38,1355.0,6.97,588,53,19.0,32.31,16350966666.67,12100000.0,2.0,1.0,20,0,20,0.06,10.0,20,0,20,20.0,10.0,20,0,0,0,0,0,7240,20,12066666.67,33333.33,0,1500,1351.32,15.0,225.0,0,1,0,0,1,0,0,0,0.0,1351.32,1355.0,19.0,7240,0,0,0,0,0,0,362,490510,1,19,41816,30957,361,20,0,0,0,0,0,0,0,0,172.16.199.74,10.0.0.3,TCP,DDoS
80,753,874,2,555864,10,458,59,636.0,49.06,1080,23,5.0,40.76,728537352.56,1148099.61,75.3,37.65,753,0,753,0.86,10.0,753,0,753,376.5,10.0,753,0,0,0,0,0,17480,40,1145478.37,2621.23,0,1500,634.56,15.0,225.0,0,1,1,0,1,0,0,0,0.0,634.56,636.0,5.0,17480,0,0,0,0,0,0,874,555864,2,10,5135,47926,873,20,0,0,0,0,0,0,0,0,172.16.209.165,10.0.0.19,TCP,DDoS
80,301,306,0,400860,0,1155,50,1310.0,49.47,1212,60,0.0,13.41,1288938906.75,983922.83,30.1,15.05,301,0,301,0.98,10.0,301,0,301,301.0,10.0,301,0,0,0,0,0,6120,0,983922.83,0.0,0,1500,1310.0,15.0,225.0,0,0,1,0,1,0,0,0,0.0,1310.0,1310.0,0.0,6120,0,0,0,0,0,0,306,400860,0,0,50367,43395,305,20,0,0,0,0,0,0,0,0,172.16.239.80,10.0.0.2,TCP,DDoS
80,745,534,0,501960,0,263,41,940.0,33.39,727,57,0.0,30.53,664847682.12,707284.77,74.5,37.25,745,0,745,1.4,10.0,745,0,745,745.0,10.0,745,0,0,0,0,0,10680,0,707284.77,0.0,0,1500,940.0,15.0,225.0,0,0,1,0,1,0,0,0,0.0,940.0,940.0,0.0,10680,0,0,0,0,0,0,534,501960,0,0,28925,11921,533,20,0,0,0,0,0,0,0,0,172.16.83.27,10.0.0.3,TCP,DDoS
80,44,844,2,952876,110,1405,51,1129.0,18.8,1491,20,55.0,47.69,17647888888.89,15666666.67,4.4,2.2,44,0,44,0.05,10.0,44,0,44,22.0,10.0,44,0,0,0,0,0,16880,40,15629629.63,37037.04,0,1500,1126.46,15.0,225.0,0,1,0,0,1,0,0,0,0.0,1126.46,1129.0,55.0,16880,0,0,0,0,0,0,844,952876,2,110,10357,56618,843,20,0,0,0,0,0,0,0,0,172.16.20.172,10.0.0.15,TCP,DDoS
80,36,229,0,169689,0,1261,4,741.0,30.65,1490,57,0.0,47.49,3688891304.35,4978260.87,3.6,1.8,36,0,36,0.16,10.0,36,0,36,36.0,10.0,36,0,0,0,0,0,4580,0,4978260.87,0.0,0,1500,741.0,15.0,225.0,0,1,1,0,1,0,0,0,0.0,741.0,741.0,0.0,4580,0,0,0,0,0,0,229,169689,0,0,25380,30094,228,20,0,0,0,0,0,0,0,0,172.16.99.244,10.0.0.15,TCP,DDoS
80,543,475,3,389975,249,153,23,821.0,25.45,892,15,83.0,13.83,705649186.26,864376.13,54.3,27.15,543,0,543,1.14,10.0,543,0,543,181.0,10.0,543,0,0,0,0,0,9500,60,858951.18,5424.95,0,1500,816.37,15.0,225.0,0,1,0,0,1,0,0,0,0.01,816.37,821.0,83.0,9500,0,0,0,0,0,0,475,389975,3,249,18058,47139,474,20,0,0,0,0,0,0,0,0,172.16.246.30,10.0.0.5,TCP,DDoS
80,411,152,4,163400,96,1132,57,1075.0,38.46,672,15,24.0,7.3,388351543.94,370546.32,41.1,20.55,411,0,411,2.7,10.0,411,0,411,102.75,10.0,411,0,0,0,0,0,3040,80,361045.13,9501.19,0,1500,1048.05,15.0,225.0,0,1,1,0,1,0,0,0,0.03,1048.05,1075.0,24.0,3040,0,0,0,0,0,0,152,163400,4,96,7336,26814,151,20,0,0,0,0,0,0,0,0,172.16.19.99,10.0.0.2,TCP,DDoS
80,877,754,3,1014884,162,295,23,1346.0,49.1,1077,41,54.0,46.86,1144358511.84,853438.56,87.7,43.85,877,0,877,1.16,10.0,877,0,877,292.33,10.0,877,0,0,0,0,0,15080,60,850056.37,3382.19,0,1500,1340.88,15.0,225.0,0,1,0,0,1,0,0,0,0.0,1340.88,1346.0,54.0,15080,0,0,0,0,0,0,754,1014884,3,162,1447,18090,753,20,0,0,0,0,0,0,0,0,172.16.103.172,10.0.0.20,TCP,DDoS
80,707,220,5,176440,235,1079,19,802.0,23.29,1340,47,47.0,21.38,246408647.14,313807.53,70.7,35.35,707,0,707,3.21,10.0,707,0,707,141.4,10.0,707,0,0,0,0,0,4400,100,306834.03,6973.5,0,1500,785.22,15.0,225.0,0,0,0,0,1,0,0,0,0.02,785.22,802.0,47.0,4400,0,0,0,0,0,0,220,176440,5,235,36994,60821,219,20,0,0,0,0,0,0,0,0,172.16.246.35,10.0.0.10,TCP,DDoS
80,247,311,0,187533,0,199,31,603.0,37.29,923,56,0.0,12.48,729700389.11,1210116.73,24.7,12.35,247,0,247,0.79,10.0,247,0,247,247.0,10.0,247,0,0,0,0,0,6220,0,1210116.73,0.0,0,1500,603.0,15.0,225.0,0,0,1,0,1,0,0,0,0.0,603.0,603.0,0.0,6220,0,0,0,0,0,0,311,187533,0,0,15238,50439,310,20,0,0,0,0,0,0,0,0,172.16.154.173,10.0.0.1,TCP,DDoS
80,642,795,3,849855,189,1474,48,1069.0,39.5,752,53,63.0,21.0,1303748466.26,1223926.38,64.2,32.1,642,0,642,0.81,10.0,642,0,642,214.0,10.0,642,0,0,0,0,0,15900,60,1219325.15,4601.23,0,1500,1065.22,15.0,225.0,0,0,1,0,1,0,0,0,0.0,1065.22,1069.0,63.0,15900,0,0,0,0,0,0,795,849855,3,189,20653,25671,794,20,0,0,0,0,0,0,0,0,172.16.242.165,10.0.0.6,TCP,DDoS
80,223,590,1,820100,42,489,15,1390.0,37.6,1080,31,42.0,35.09,3519922746.78,2536480.69,22.3,11.15,223,0,223,0.38,10.0,223,0,223,223.0,10.0,223,0,0,0,0,0,11800,20,2532188.84,4291.85,0,1500,1387.72,15.0,225.0,0,1,0,0,1,0,0,0,0.0,1387.72,1390.0,42.0,11800,0,0,0,0,0,0,590,820100,1,42,47122,14402,589,20,0,0,0,0,0,0,0,0,172.16.55.240,10.0.0.18,TCP,DDoS
80,578,773,0,527959,0,915,9,683.0,15.66,1254,30,0.0,28.77,897889455.78,1314625.85,57.8,28.9,578,0,578,0.75,10.0,578,0,578,578.0,10.0,578,0,0,0,0,0,15460,0,1314625.85,0.0,0,1500,683.0,15.0,225.0,0,0,0,0,1,0,0,0,0.0,683.0,683.0,0.0,15460,0,0,0,0,0,0,773,527959,0,0,56669,26503,772,20,0,0,0,0,0,0,0,0,172.16.151.37,10.0.0.18,TCP,DDoS
80,394,873,5,561339,440,995,29,643.0,42.1,797,50,88.0,48.48,1390542079.21,2173267.33,39.4,19.7,394,0,394,0.45,10.0,394,0,394,78.8,10.0,394,0,0,0,0,0,17460,100,2160891.09,12376.24,0,1500,639.84,15.0,225.0,0,0,1,0,1,0,0,0,0.01,639.84,643.0,88.0,17460,0,0,0,0,0,0,873,561339,5,440,22389,2941,872,20,0,0,0,0,0,0,0,0,172.16.14.26,10.0.0.11,TCP,DDoS
80,503,333,2,354978,96,1453,48,1066.0,5.2,1366,37,48.0,40.1,692152046.78,653021.44,50.3,25.15,503,0,503,1.51,10.0,503,0,503,251.5,10.0,503,0,0,0,0,0,6660,40,649122.81,3898.64,0,1500,1059.92,15.0,225.0,0,1,0,0,1,0,0,0,0.01,1059.92,1066.0,48.0,6660,0,0,0,0,0,0,333,354978,2,96,47734,5817,332,20,0,0,0,0,0,0,0,0,172.16.175.150,10.0.0.15,TCP,DDoS
80,586,633,1,760233,48,649,63,1201.0,8.15,442,55,48.0,14.52,1275639261.74,1063758.39,58.6,29.3,586,0,586,0.93,10.0,586,0,586,586.0,10.0,586,0,0,0,0,0,12660,20,1062080.54,1677.85,0,1500,1199.18,15.0,225.0,0,0,0,0,1,0,0,0,0.0,1199.18,1201.0,48.0,12660,0,0,0,0,0,0,633,760233,1,48,20644,32734,632,20,0,0,0,0,0,0,0,0,172.16.69.78,10.0.0.8,TCP,DDoS
80,967,352,5,401280,315,723,0,1140.0,47.49,780,48,63.0,40.4,411049129.99,365404.3,96.7,48.35,967,0,967,2.75,10.0,967,0,967,193.4,10.0,967,0,0,0,0,0,7040,100,360286.59,5117.71,0,1500,1124.92,15.0,225.0,0,0,1,0,1,0,0,0,0.01,1124.92,1140.0,63.0,7040,0,0,0,0,0,0,352,401280,5,315,22596,29850,351,20,0,0,0,0,0,0,0,0,172.16.28.35,10.0.0.9,TCP,DDoS
80,46,676,5,806468,410,981,13,1193.0,1.52,629,28,82.0,26.02,14408535714.29,12160714.29,4.6,2.3,46,0,46,0.07,10.0,46,0,46,9.2,10.0,46,0,0,0,0,0,13520,100,12071428.57,89285.71,0,1500,1184.84,15.0,225.0,0,1,1,0,1,0,0,0,0.01,1184.84,1193.0,82.0,13520,0,0,0,0,0,0,676,806468,5,410,34999,37568,675,20,0,0,0,0,0,0,0,0,172.16.248.204,10.0.0.20,TCP,DDoS
80,457,483,3,470442,294,314,37,974.0,21.38,275,14,98.0,41.73,1008000000.0,1040685.22,45.7,22.85,457,0,457,0.95,10.0,457,0,457,152.33,10.0,457,0,0,0,0,0,9660,60,1034261.24,6423.98,0,1500,968.59,15.0,225.0,0,0,1,0,1,0,0,0,0.01,968.59,974.0,98.0,9660,0,0,0,0,0,0,483,470442,3,294,48851,10284,482,20,0,0,0,0,0,0,0,0,172.16.7.124,10.0.0.8,TCP,DDoS
80,941,729,4,427194,344,725,14,586.0,9.97,389,49,86.0,21.49,449566771.82,770767.61,94.1,47.05,941,0,941,1.29,10.0,941,0,941,235.25,10.0,941,0,0,0,0,0,14580,80,766561.51,4206.1,0,1500,583.27,15.0,225.0,0,0,1,0,1,0,0,0,0.01,583.27,586.0,86.0,14580,0,0,0,0,0,0,729,427194,4,344,10035,38670,728,20,0,0,0,0,0,0,0,0,172.16.31.62,10.0.0.10,TCP,DDoS
80,305,995,0,955200,0,340,30,960.0,11.28,1304,44,0.0,43.19,3032380952.38,3158730.16,30.5,15.25,305,0,305,0.31,10.0,305,0,305,305.0,10.0,305,0,0,0,0,0,19900,0,3158730.16,0.0,0,1500,960.0,15.0,225.0,0,1,0,0,1,0,0,0,0.0,960.0,960.0,0.0,19900,0,0,0,0,0,0,995,955200,0,0,40994,42469,994,20,0,0,0,0,0,0,0,0,172.16.113.222,10.0.0.8,TCP,DDoS
80,440,771,0,940620,0,371,28,1220.0,26.45,1011,1,0.0,1.4,2090266666.67,1713333.33,44.0,22.0,440,0,440,0.57,10.0,440,0,440,440.0,10.0,440,0,0,0,0,0,15420,0,1713333.33,0.0,0,1500,1220.0,15.0,225.0,0,0,0,0,1,0,0,0,0.0,1220.0,1220.0,0.0,15420,0,0,0,0,0,0,771,940620,0,0,23516,54550,770,20,0,0,0,0,0,0,0,0,172.16.123.20,10.0.0.8,TCP,DDoS
