Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Source IP,Destination IP,Protocol,Label
8080,11802,20,10,1180,2620,807,40,59.0,22.38,1147,14,262.0,19.87,321706.74,2539.79,1180.2,590.1,11802,0,11802,590.1,10.0,11802,0,11802,1180.2,10.0,11802,0,0,0,0,0,400,200,1693.19,846.6,0,1500,126.67,15.0,225.0,0,1,0,0,1,0,0,0,0.5,126.67,59.0,262.0,400,0,0,0,0,0,0,20,1180,10,2620,38787,13457,19,20,0,0,0,0,0,0,0,0,192.168.1.9,10.0.0.4,UDP,BENIGN
80,34173,27,19,10557,26847,845,55,391.0,4.43,1460,42,1413.0,31.53,1094228.13,1345.7,3417.3,1708.65,34173,0,34173,1265.67,10.0,34173,0,34173,1798.58,10.0,34173,0,0,0,0,0,540,380,789.87,555.83,0,1500,813.13,15.0,225.0,0,1,0,0,1,0,0,0,0.7,813.13,391.0,1413.0,540,0,0,0,0,0,0,27,10557,19,26847,44475,56575,26,20,0,0,0,0,0,0,0,0,192.168.1.183,10.0.0.14,TCP,BENIGN
8080,43805,15,12,3690,17604,1235,16,246.0,10.4,1461,48,1467.0,34.19,485997.95,616.23,4380.5,2190.25,43805,0,43805,2920.33,10.0,43805,0,43805,3650.42,10.0,43805,0,0,0,0,0,300,240,342.35,273.88,0,1500,788.67,15.0,225.0,0,1,0,0,1,0,0,0,0.8,788.67,246.0,1467.0,300,0,0,0,0,0,0,15,3690,12,17604,60166,12405,14,20,0,0,0,0,0,0,0,0,192.168.1.232,10.0.0.10,UDP,BENIGN
53,27260,30,22,10020,9636,1112,51,334.0,12.96,1443,0,438.0,44.74,720792.08,1906.86,2726.0,1363.0,27260,0,27260,908.67,10.0,27260,0,27260,1239.09,10.0,27260,0,0,0,0,0,600,440,1100.11,806.75,0,1500,378.0,15.0,225.0,0,1,0,0,1,0,0,0,0.73,378.0,334.0,438.0,600,0,0,0,0,0,0,30,10020,22,9636,57389,51465,29,20,0,0,0,0,0,0,0,0,192.168.1.219,10.0.0.3,UDP,BENIGN
8080,22110,12,30,3792,6150,408,29,316.0,19.77,412,27,205.0,4.15,449457.5,1898.73,2211.0,1105.5,22110,0,22110,1842.5,10.0,22110,0,22110,737.0,10.0,22110,0,0,0,0,0,240,600,542.5,1356.24,0,1500,236.71,15.0,225.0,0,1,0,0,1,0,0,0,2.5,236.71,316.0,205.0,240,0,0,0,0,0,0,12,3792,30,6150,27712,22684,11,20,0,0,0,0,0,0,0,0,192.168.1.75,10.0.0.8,TCP,BENIGN
443,27634,14,30,6076,37080,1279,48,434.0,24.37,820,38,1236.0,37.92,1561134.42,1591.67,2763.4,1381.7,27634,0,27634,1973.86,10.0,27634,0,27634,921.13,10.0,27634,0,0,0,0,0,280,600,506.44,1085.23,0,1500,980.82,15.0,225.0,0,1,0,0,1,0,0,0,2.14,980.82,434.0,1236.0,280,0,0,0,0,0,0,14,6076,30,37080,56931,59434,13,20,0,0,0,0,0,0,0,0,192.168.1.108,10.0.0.2,TCP,BENIGN
8080,49383,28,15,4732,3105,139,6,169.0,50.0,816,28,207.0,32.86,158666.21,870.57,4938.3,2469.15,49383,0,49383,1763.68,10.0,49383,0,49383,3292.2,10.0,49383,0,0,0,0,0,560,300,566.88,303.69,0,1500,182.26,15.0,225.0,0,1,0,0,1,0,0,0,0.54,182.26,169.0,207.0,560,0,0,0,0,0,0,28,4732,15,3105,52198,63736,27,20,0,0,0,0,0,0,0,0,192.168.1.88,10.0.0.13,UDP,BENIGN
443,20484,5,20,265,13560,912,25,53.0,4.72,1384,31,678.0,5.99,674587.68,1219.87,2048.4,1024.2,20484,0,20484,4096.8,10.0,20484,0,20484,1024.2,10.0,20484,0,0,0,0,0,100,400,243.97,975.9,0,1500,553.0,15.0,225.0,0,1,0,0,1,0,0,0,4.0,553.0,53.0,678.0,100,0,0,0,0,0,0,5,265,20,13560,51625,20764,4,20,0,0,0,0,0,0,0,0,192.168.1.157,10.0.0.4,UDP,BENIGN
53,46454,6,15,780,16620,1361,61,130.0,23.78,1313,34,1108.0,16.79,374483.47,451.96,4645.4,2322.7,46454,0,46454,7742.33,10.0,46454,0,46454,3096.93,10.0,46454,0,0,0,0,0,120,300,129.13,322.83,0,1500,828.57,15.0,225.0,0,1,0,0,1,0,0,0,2.5,828.57,130.0,1108.0,120,0,0,0,0,0,0,6,780,15,16620,17088,55442,5,20,0,0,0,0,0,0,0,0,192.168.1.247,10.0.0.12,UDP,BENIGN
8080,36524,2,18,274,3870,932,62,137.0,28.2,592,60,215.0,32.65,113428.59,547.44,3652.4,1826.2,36524,0,36524,18262.0,10.0,36524,0,36524,2029.11,10.0,36524,0,0,0,0,0,40,360,54.74,492.69,0,1500,207.2,15.0,225.0,0,1,0,0,1,0,0,0,9.0,207.2,137.0,215.0,40,0,0,0,0,0,0,2,274,18,3870,33166,30371,1,20,0,0,0,0,0,0,0,0,192.168.1.227,10.0.0.20,TCP,BENIGN
443,20779,5,25,1570,36325,492,27,314.0,37.19,666,36,1453.0,49.05,1822839.0,1443.07,2077.9,1038.95,20779,0,20779,4155.8,10.0,20779,0,20779,831.16,10.0,20779,0,0,0,0,0,100,500,240.51,1202.56,0,1500,1263.17,15.0,225.0,0,1,0,0,1,0,0,0,5.0,1263.17,314.0,1453.0,100,0,0,0,0,0,0,5,1570,25,36325,55567,13721,4,20,0,0,0,0,0,0,0,0,192.168.1.61,10.0.0.4,TCP,BENIGN
8080,1027,24,19,2496,11419,211,37,104.0,35.17,358,62,601.0,6.03,13418514.95,41465.77,102.7,51.35,1027,0,1027,42.79,10.0,1027,0,1027,54.05,10.0,1027,0,0,0,0,0,480,380,23143.68,18322.08,0,1500,323.6,15.0,225.0,0,1,0,0,1,0,0,0,0.79,323.6,104.0,601.0,480,0,0,0,0,0,0,24,2496,19,11419,1803,38621,23,20,0,0,0,0,0,0,0,0,192.168.1.94,10.0.0.6,TCP,BENIGN
8080,12182,3,10,1443,10180,233,51,481.0,25.1,1281,6,1018.0,8.43,953330.05,1066.27,1218.2,609.1,12182,0,12182,4060.67,10.0,12182,0,12182,1218.2,10.0,12182,0,0,0,0,0,60,200,246.06,820.21,0,1500,894.08,15.0,225.0,0,1,0,0,1,0,0,0,3.33,894.08,481.0,1018.0,60,0,0,0,0,0,0,3,1443,10,10180,54159,37886,2,20,0,0,0,0,0,0,0,0,192.168.1.124,10.0.0.15,TCP,BENIGN
8080,39664,10,2,860,1016,1476,34,86.0,29.24,458,60,508.0,26.43,47285.38,302.47,3966.4,1983.2,39664,0,39664,3966.4,10.0,39664,0,39664,19832.0,10.0,39664,0,0,0,0,0,200,40,252.05,50.41,0,1500,156.33,15.0,225.0,0,1,0,0,1,0,0,0,0.2,156.33,86.0,508.0,200,0,0,0,0,0,0,10,860,2,1016,29981,61035,9,20,0,0,0,0,0,0,0,0,192.168.1.12,10.0.0.14,TCP,BENIGN
53,6079,17,13,4233,9386,1472,13,249.0,43.03,775,52,722.0,34.99,2236656.27,4926.92,607.9,303.95,6079,0,6079,357.59,10.0,6079,0,6079,467.62,10.0,6079,0,0,0,0,0,340,260,2791.92,2135.0,0,1500,453.97,15.0,225.0,0,1,0,0,1,0,0,0,0.76,453.97,249.0,722.0,340,0,0,0,0,0,0,17,4233,13,9386,19888,44423,16,20,0,0,0,0,0,0,0,0,192.168.1.151,10.0.0.14,UDP,BENIGN
53,49906,3,8,528,9312,689,56,176.0,44.16,1092,15,1164.0,2.41,197131.18,220.37,4990.6,2495.3,49906,0,49906,16635.33,10.0,49906,0,49906,6238.25,10.0,49906,0,0,0,0,0,60,160,60.1,160.27,0,1500,894.55,15.0,225.0,0,1,0,0,1,0,0,0,2.67,894.55,176.0,1164.0,60,0,0,0,0,0,0,3,528,8,9312,42289,40903,2,20,0,0,0,0,0,0,0,0,192.168.1.195,10.0.0.16,TCP,BENIGN
53,31047,9,16,2898,5376,490,17,322.0,43.34,665,53,336.0,17.65,266413.37,804.97,3104.7,1552.35,31047,0,31047,3449.67,10.0,31047,0,31047,1940.44,10.0,31047,0,0,0,0,0,180,320,289.79,515.18,0,1500,330.96,15.0,225.0,0,1,0,0,1,0,0,0,1.78,330.96,322.0,336.0,180,0,0,0,0,0,0,9,2898,16,5376,52623,34275,8,20,0,0,0,0,0,0,0,0,192.168.1.71,10.0.0.14,UDP,BENIGN
8080,38565,20,23,5800,7912,1203,61,290.0,17.91,1230,48,344.0,23.31,355463.38,1114.71,3856.5,1928.25,38565,0,38565,1928.25,10.0,38565,0,38565,1676.74,10.0,38565,0,0,0,0,0,400,460,518.47,596.24,0,1500,318.88,15.0,225.0,0,1,0,0,1,0,0,0,1.15,318.88,290.0,344.0,400,0,0,0,0,0,0,20,5800,23,7912,22088,57990,19,20,0,0,0,0,0,0,0,0,192.168.1.2,10.0.0.10,UDP,BENIGN
53,15406,29,26,7250,3354,1068,48,250.0,19.92,1459,19,129.0,25.27,687856.77,3567.72,1540.6,770.3,15406,0,15406,531.24,10.0,15406,0,15406,592.54,10.0,15406,0,0,0,0,0,580,520,1881.16,1686.56,0,1500,192.8,15.0,225.0,0,1,0,0,1,0,0,0,0.9,192.8,250.0,129.0,580,0,0,0,0,0,0,29,7250,26,3354,3426,9273,28,20,0,0,0,0,0,0,0,0,192.168.1.180,10.0.0.8,UDP,BENIGN
80,28955,5,18,1365,1278,939,19,273.0,4.67,642,43,71.0,31.54,91248.06,794.06,2895.5,1447.75,28955,0,28955,5791.0,10.0,28955,0,28955,1608.61,10.0,28955,0,0,0,0,0,100,360,172.62,621.44,0,1500,114.91,15.0,225.0,0,1,0,0,1,0,0,0,3.6,114.91,273.0,71.0,100,0,0,0,0,0,0,5,1365,18,1278,27049,43587,4,20,0,0,0,0,0,0,0,0,192.168.1.153,10.0.0.11,TCP,BENIGN
53,20852,22,24,10868,24936,1364,8,494.0,12.5,688,29,1039.0,37.59,1716230.47,2204.97,2085.2,1042.6,20852,0,20852,947.82,10.0,20852,0,20852,868.83,10.0,20852,0,0,0,0,0,440,480,1054.55,1150.42,0,1500,778.35,15.0,225.0,0,1,0,0,1,0,0,0,1.09,778.35,494.0,1039.0,440,0,0,0,0,0,0,22,10868,24,24936,29440,65116,21,20,0,0,0,0,0,0,0,0,192.168.1.86,10.0.0.18,TCP,BENIGN
53,11002,24,11,1296,1474,214,37,54.0,18.56,982,18,134.0,12.97,251543.77,3178.35,1100.2,550.1,11002,0,11002,458.42,10.0,11002,0,11002,1000.18,10.0,11002,0,0,0,0,0,480,220,2179.44,998.91,0,1500,79.14,15.0,225.0,0,1,0,0,1,0,0,0,0.46,79.14,54.0,134.0,480,0,0,0,0,0,0,24,1296,11,1474,28004,38088,23,20,0,0,0,0,0,0,0,0,192.168.1.164,10.0.0.4,UDP,BENIGN
8080,44194,25,23,4350,28451,1407,47,174.0,6.31,578,60,1237.0,2.23,742036.92,1085.87,4419.4,2209.7,44194,0,44194,1767.76,10.0,44194,0,44194,1921.48,10.0,44194,0,0,0,0,0,500,460,565.56,520.31,0,1500,683.35,15.0,225.0,0,1,0,0,1,0,0,0,0.92,683.35,174.0,1237.0,500,0,0,0,0,0,0,25,4350,23,28451,58949,62811,24,20,0,0,0,0,0,0,0,0,192.168.1.33,10.0.0.15,UDP,BENIGN
53,38591,25,25,2975,22225,1102,52,119.0,47.01,672,4,889.0,34.82,652832.83,1295.3,3859.1,1929.55,38591,0,38591,1543.64,10.0,38591,0,38591,1543.64,10.0,38591,0,0,0,0,0,500,500,647.65,647.65,0,1500,504.0,15.0,225.0,0,1,0,0,1,0,0,0,1.0,504.0,119.0,889.0,500,0,0,0,0,0,0,25,2975,25,22225,15238,30057,24,20,0,0,0,0,0,0,0,0,192.168.1.118,10.0.0.12,TCP,BENIGN
80,45036,13,19,4810,14706,915,35,370.0,10.3,350,58,774.0,5.49,433246.02,710.38,4503.6,2251.8,45036,0,45036,3464.31,10.0,45036,0,45036,2370.32,10.0,45036,0,0,0,0,0,260,380,288.59,421.79,0,1500,609.88,15.0,225.0,0,1,0,0,1,0,0,0,1.46,609.88,370.0,774.0,260,0,0,0,0,0,0,13,4810,19,14706,14900,43054,12,20,0,0,0,0,0,0,0,0,192.168.1.62,10.0.0.12,TCP,BENIGN
53,29478,26,13,7852,16315,1025,64,302.0,11.86,1359,5,1255.0,36.63,819553.72,1322.57,2947.8,1473.9,29478,0,29478,1133.77,10.0,29478,0,29478,2267.54,10.0,29478,0,0,0,0,0,520,260,881.71,440.86,0,1500,619.67,15.0,225.0,0,1,0,0,1,0,0,0,0.5,619.67,302.0,1255.0,520,0,0,0,0,0,0,26,7852,13,16315,60555,57818,25,20,0,0,0,0,0,0,0,0,192.168.1.31,10.0.0.3,TCP,BENIGN
53,20581,23,10,5313,3520,237,11,231.0,41.76,290,55,352.0,5.73,428973.82,1602.64,2058.1,1029.05,20581,0,20581,894.83,10.0,20581,0,20581,2058.1,10.0,20581,0,0,0,0,0,460,200,1116.99,485.65,0,1500,267.67,15.0,225.0,0,1,0,0,1,0,0,0,0.43,267.67,231.0,352.0,460,0,0,0,0,0,0,23,5313,10,3520,49417,25421,22,20,0,0,0,0,0,0,0,0,192.168.1.26,10.0.0.11,UDP,BENIGN
443,24351,11,25,2266,30050,207,19,206.0,8.71,1365,6,1202.0,34.02,1326546.53,1477.77,2435.1,1217.55,24351,0,24351,2213.73,10.0,24351,0,24351,974.04,10.0,24351,0,0,0,0,0,220,500,451.54,1026.23,0,1500,897.67,15.0,225.0,0,1,0,0,1,0,0,0,2.27,897.67,206.0,1202.0,220,0,0,0,0,0,0,11,2266,25,30050,18832,30039,10,20,0,0,0,0,0,0,0,0,192.168.1.118,10.0.0.11,TCP,BENIGN
443,9093,26,10,4888,7110,115,63,188.0,37.6,459,16,711.0,19.63,1318027.02,3954.74,909.3,454.65,9093,0,9093,349.73,10.0,9093,0,9093,909.3,10.0,9093,0,0,0,0,0,520,200,2856.2,1098.54,0,1500,333.28,15.0,225.0,0,1,0,0,1,0,0,0,0.38,333.28,188.0,711.0,520,0,0,0,0,0,0,26,4888,10,7110,47115,16080,25,20,0,0,0,0,0,0,0,0,192.168.1.54,10.0.0.10,TCP,BENIGN
80,26122,29,25,1769,23325,1041,9,61.0,43.24,1279,54,933.0,29.1,960278.59,2066.43,2612.2,1306.1,26122,0,26122,900.76,10.0,26122,0,26122,1044.88,10.0,26122,0,0,0,0,0,580,500,1109.75,956.68,0,1500,464.7,15.0,225.0,0,1,0,0,1,0,0,0,0.86,464.7,61.0,933.0,580,0,0,0,0,0,0,29,1769,25,23325,47497,42952,28,20,0,0,0,0,0,0,0,0,192.168.1.215,10.0.0.12,TCP,BENIGN
80,21384,7,27,2492,26514,280,55,356.0,42.38,598,55,982.0,29.85,1355800.69,1589.23,2138.4,1069.2,21384,0,21384,3054.86,10.0,21384,0,21384,792.0,10.0,21384,0,0,0,0,0,140,540,327.19,1262.04,0,1500,853.12,15.0,225.0,0,1,0,0,1,0,0,0,3.86,853.12,356.0,982.0,140,0,0,0,0,0,0,7,2492,27,26514,35338,6154,6,20,0,0,0,0,0,0,0,0,192.168.1.31,10.0.0.13,UDP,BENIGN
443,21927,26,7,2054,7595,1186,24,79.0,45.39,815,44,1085.0,36.64,439850.48,1504.31,2192.7,1096.35,21927,0,21927,843.35,10.0,21927,0,21927,3132.43,10.0,21927,0,0,0,0,0,520,140,1185.21,319.1,0,1500,292.39,15.0,225.0,0,1,0,0,1,0,0,0,0.27,292.39,79.0,1085.0,520,0,0,0,0,0,0,26,2054,7,7595,54670,43299,25,20,0,0,0,0,0,0,0,0,192.168.1.81,10.0.0.11,TCP,BENIGN
8080,18913,4,22,1928,4928,1047,5,482.0,23.04,1270,24,224.0,16.75,362310.42,1373.99,1891.3,945.65,18913,0,18913,4728.25,10.0,18913,0,18913,859.68,10.0,18913,0,0,0,0,0,80,440,211.38,1162.61,0,1500,263.69,15.0,225.0,0,1,0,0,1,0,0,0,5.5,263.69,482.0,224.0,80,0,0,0,0,0,0,4,1928,22,4928,32170,33857,3,20,0,0,0,0,0,0,0,0,192.168.1.11,10.0.0.2,UDP,BENIGN
80,22607,24,4,7152,5452,180,31,298.0,35.67,999,20,1363.0,18.83,557279.92,1238.01,2260.7,1130.35,22607,0,22607,941.96,10.0,22607,0,22607,5651.75,10.0,22607,0,0,0,0,0,480,80,1061.15,176.86,0,1500,450.14,15.0,225.0,0,1,0,0,1,0,0,0,0.17,450.14,298.0,1363.0,480,0,0,0,0,0,0,24,7152,4,5452,61157,19539,23,20,0,0,0,0,0,0,0,0,192.168.1.17,10.0.0.15,TCP,BENIGN
80,41445,22,12,1606,8580,1242,49,73.0,14.92,1444,19,715.0,17.33,245712.22,820.17,4144.5,2072.25,41445,0,41445,1883.86,10.0,41445,0,41445,3453.75,10.0,41445,0,0,0,0,0,440,240,530.7,289.47,0,1500,299.59,15.0,225.0,0,1,0,0,1,0,0,0,0.55,299.59,73.0,715.0,440,0,0,0,0,0,0,22,1606,12,8580,39190,44490,21,20,0,0,0,0,0,0,0,0,192.168.1.200,10.0.0.11,TCP,BENIGN
53,8550,21,24,1743,16176,1417,42,83.0,40.85,1472,11,674.0,32.66,2093341.12,5257.01,855.0,427.5,8550,0,8550,407.14,10.0,8550,0,8550,356.25,10.0,8550,0,0,0,0,0,420,480,2453.27,2803.74,0,1500,398.2,15.0,225.0,0,1,0,0,1,0,0,0,1.14,398.2,83.0,674.0,420,0,0,0,0,0,0,21,1743,24,16176,28748,34324,20,20,0,0,0,0,0,0,0,0,192.168.1.91,10.0.0.10,UDP,BENIGN
443,14137,12,26,3456,11258,381,19,288.0,4.78,307,64,433.0,38.77,1040079.17,2686.08,1413.7,706.85,14137,0,14137,1178.08,10.0,14137,0,14137,543.73,10.0,14137,0,0,0,0,0,240,520,848.24,1837.85,0,1500,387.21,15.0,225.0,0,1,0,0,1,0,0,0,2.17,387.21,288.0,433.0,240,0,0,0,0,0,0,12,3456,26,11258,55730,49407,11,20,0,0,0,0,0,0,0,0,192.168.1.94,10.0.0.10,TCP,BENIGN
